,Player,Season,AGE,GP,PTS,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct,GS,W,L,TplusOTL,GA,SA,SV,SV_Pct,GAA,SUT,GPS,MIN,QS,RBS,LENGTH,AAV
1452,Martin Jones,2015,25.0,16.333333333333332,1.0,8.0,0.6666666666666666,7.333333333333333,88.86666666666667,13.333333333333334,6.666666666666667,5.333333333333333,1.3333333333333333,30.33333333333333,371.3333333333333,341.0,0.9153333333333332,2.096666666666667,3.333333333333333,2.4,881.6666666666666,7.666666666666667,1.6666666666666667,3,3000000.0
1456,Michal Neuvirth,2015,27.0,23.0,0.25,12.25,5.5,6.75,42.3,22.25,5.5,13.25,3.0,64.5,754.5,690.0,0.91475,2.87,0.0,4.6,1326.75,12.0,3.0,2,1625000.0
1459,Jhonas Enroth,2015,27.0,35.0,0.0,13.25,1.25,12.0,64.575,30.75,11.0,18.25,2.5,97.75,1043.5,945.75,0.9095,2.89,1.25,5.275,1966.25,15.25,4.5,1,1250000.0
1463,Anders Lindback,2015,27.0,24.75,0.75,9.75,2.5,7.25,70.575,20.75,7.5,13.5,1.75,68.0,704.5,636.5,0.90275,3.005,0.25,3.375,1355.5,8.25,3.0,1,875000.0
1473,Antti Niemi,2015,31.0,57.25,2.25,37.25,10.0,27.25,73.575,57.25,31.25,18.75,6.75,138.0,1636.75,1498.75,0.91625,2.4325,4.5,10.225,3374.25,30.75,7.5,3,4500000.0
1480,Devan Dubnyk,2015,29.0,47.0,1.0,19.0,6.75,12.25,60.15,44.5,24.25,15.5,4.25,105.75,1331.75,1226.0,0.91725,2.535,4.0,9.1,2639.75,25.75,5.25,6,4333333.0
1488,Curtis McElhinney,2015,32.0,30.666666666666668,0.3333333333333333,8.333333333333334,3.0,5.333333333333333,66.66666666666667,25.666666666666668,11.333333333333334,13.0,1.6666666666666667,76.0,867.0,791.0,0.9123333333333332,2.8200000000000003,0.6666666666666666,5.0,1614.3333333333333,12.0,2.333333333333333,2,800000.0
1505,Andrew Hammond,2015,27.0,24.0,1.0,19.0,7.0,12.0,63.2,23.0,20.0,1.0,2.0,42.0,707.0,665.0,0.941,1.79,3.0,6.5,1411.0,18.0,1.0,3,1350000.0
1509,Keith Kinkaid,2015,25.0,13.0,0.0,8.0,2.6666666666666665,5.333333333333333,44.46666666666667,8.666666666666666,4.0,3.333333333333333,2.6666666666666665,27.0,317.0,290.0,0.9176666666666669,2.5033333333333334,0.0,1.9,625.3333333333334,5.333333333333333,0.0,2,725000.0
1533,Sergei Bobrovsky,2015,26.0,49.5,1.25,28.25,4.75,23.5,81.05,48.0,28.25,16.25,4.25,118.25,1511.75,1393.5,0.92275,2.435,3.25,10.525,2876.5,28.25,3.75,4,7425000.0
1535,Cam Talbot,2014,27.0,21.0,0.0,3.0,1.0,2.0,66.7,19.0,12.0,6.0,1.0,33.0,560.0,527.0,0.941,1.64,3.0,5.2,1211.0,16.0,0.0,1,1450000.0
1536,Ilya Bryzgalov,2014,34.0,43.66666666666666,1.6666666666666667,15.0,7.666666666666667,7.333333333333333,48.96666666666667,42.333333333333336,21.33333333333333,14.0,6.0,109.66666666666669,1170.3333333333333,1060.6666666666667,0.906,2.65,3.6666666666666665,6.166666666666667,2509.0,22.666666666666668,9.333333333333334,1,2880000.0
1538,Martin Brodeur,2014,42.0,44.0,3.5,0.0,0.0,0.0,0.0,44.0,22.0,15.0,5.5,100.5,1063.0,962.5,0.9045,2.3150000000000004,2.5,5.5,2574.5,22.0,8.5,1,700000.0
1542,Marc-Andre Fleury,2014,30.0,54.66666666666666,1.3333333333333333,25.0,5.333333333333333,19.666666666666668,78.0,53.0,34.666666666666664,14.333333333333334,3.0,125.66666666666669,1474.3333333333333,1348.6666666666667,0.9146666666666668,2.373333333333333,3.0,9.233333333333333,3182.0,28.0,7.666666666666667,4,5750000.0
1564,Darcy Kuemper,2014,24.0,16.0,0.0,9.5,3.0,6.5,34.2,14.0,6.5,5.0,2.0,35.0,410.5,375.5,0.9155,2.255,1.0,2.55,884.0,7.0,2.0,2,1250000.0
1574,Craig Anderson,2014,33.0,46.66666666666666,1.6666666666666667,14.333333333333334,5.0,9.333333333333334,46.23333333333333,45.333333333333336,23.33333333333333,15.666666666666666,5.333333333333333,118.33333333333331,1424.6666666666667,1306.3333333333333,0.922,2.5066666666666664,3.333333333333333,9.233333333333333,2637.6666666666665,25.666666666666668,6.666666666666667,3,4200000.0
1584,Ben Bishop,2014,28.0,31.666666666666668,0.6666666666666666,26.666666666666668,7.0,19.666666666666668,67.43333333333334,31.0,17.0,8.666666666666666,3.333333333333333,70.33333333333333,900.6666666666666,830.3333333333334,0.9176666666666669,2.46,2.333333333333333,6.433333333333334,1792.6666666666667,19.0,4.0,2,5950000.0
1586,Robin Lehner,2014,23.0,17.666666666666668,0.0,13.333333333333334,5.333333333333333,8.0,35.56666666666667,15.666666666666666,6.666666666666667,6.666666666666667,3.333333333333333,45.333333333333336,573.0,527.6666666666666,0.928,2.4233333333333333,0.6666666666666666,3.9666666666666655,992.0,11.0,1.6666666666666667,3,2225000.0
1597,James Reimer,2014,26.0,34.333333333333336,0.3333333333333333,14.333333333333334,5.0,9.333333333333334,65.89999999999999,32.333333333333336,15.0,12.666666666666666,3.333333333333333,90.0,1021.0,931.0,0.9116666666666668,2.94,2.6666666666666665,6.066666666666666,1840.0,15.333333333333334,6.333333333333333,2,2300000.0
1635,Cory Schneider,2014,29.0,36.0,1.0,19.33333333333333,7.666666666666667,11.666666666666666,61.46666666666667,33.666666666666664,17.666666666666668,10.666666666666666,5.666666666666667,69.66666666666667,962.3333333333334,892.6666666666666,0.9283333333333332,2.013333333333333,3.6666666666666665,7.533333333333334,2082.0,22.0,3.333333333333333,7,6000000.0
1678,Ryan Miller,2014,33.0,53.333333333333336,0.6666666666666666,34.666666666666664,9.666666666666666,25.0,72.06666666666666,52.66666666666666,24.33333333333333,22.666666666666668,5.333333333333333,137.33333333333334,1647.6666666666667,1510.3333333333333,0.9163333333333332,2.6633333333333336,2.333333333333333,10.7,3113.0,30.0,6.0,3,6000000.0
1681,Nikolai Khabibulin,2014,40.0,26.0,0.0,11.0,6.0,5.0,70.0,25.5,8.0,13.0,4.0,64.5,745.0,680.5,0.9165,2.6,1.5,4.55,1472.5,13.0,3.5,1,1700000.0
1686,Ray Emery,2014,31.0,27.666666666666668,0.3333333333333333,8.666666666666666,3.6666666666666665,5.0,57.8,22.33333333333333,13.666666666666666,7.333333333333333,2.0,62.66666666666666,668.3333333333334,605.6666666666666,0.9083333333333332,2.57,1.6666666666666667,3.533333333333333,1429.3333333333333,11.666666666666666,2.6666666666666665,1,1000000.0
1701,Al Montoya,2014,29.0,22.0,0.0,8.0,3.333333333333333,4.666666666666667,38.66666666666666,17.666666666666668,8.333333333333334,6.666666666666667,2.6666666666666665,55.0,579.0,524.0,0.904,2.77,1.0,2.9333333333333336,1204.0,9.333333333333334,3.6666666666666665,2,1050000.0
1704,Jonas Hiller,2014,32.0,49.66666666666666,1.3333333333333333,28.666666666666668,11.0,17.666666666666668,63.8,49.0,24.33333333333333,16.333333333333332,7.666666666666667,120.33333333333331,1348.0,1227.6666666666667,0.9113333333333332,2.47,3.333333333333333,7.766666666666667,2886.6666666666665,26.666666666666668,9.0,2,4500000.0
1706,Chad Johnson,2014,28.0,15.5,0.0,2.5,1.0,1.5,58.35,13.5,9.5,2.0,2.5,29.0,408.0,379.0,0.9395,1.66,1.5,3.2,879.0,9.0,1.0,2,1300000.0
1711,Thomas Greiss,2014,28.0,16.666666666666668,0.0,7.0,1.3333333333333333,5.666666666666667,52.366666666666674,13.0,6.666666666666667,6.333333333333333,2.0,34.333333333333336,417.0,382.6666666666667,0.9166666666666666,2.373333333333333,1.0,2.766666666666667,887.6666666666666,7.333333333333333,1.6666666666666667,1,1000000.0
1717,Anders Lindback,2014,26.0,21.0,0.6666666666666666,4.0,0.6666666666666666,3.333333333333333,78.56666666666666,16.333333333333332,7.666666666666667,10.0,1.0,52.66666666666666,528.6666666666666,476.0,0.9016666666666668,2.74,0.3333333333333333,2.4,1132.6666666666667,7.333333333333333,2.6666666666666665,1,925000.0
1721,Devan Dubnyk,2014,28.0,39.66666666666666,0.3333333333333333,15.0,5.333333333333333,9.666666666666666,58.9,36.66666666666666,15.0,18.0,4.0,103.66666666666669,1152.3333333333333,1048.6666666666667,0.9083333333333332,2.89,2.0,6.566666666666666,2185.333333333333,18.0,6.333333333333333,1,800000.0
1726,Justin Peters,2014,27.0,15.666666666666666,0.6666666666666666,4.0,2.333333333333333,1.6666666666666667,27.766666666666666,14.0,4.333333333333333,7.666666666666667,2.333333333333333,40.66666666666666,455.0,414.3333333333333,0.9136666666666668,2.813333333333333,1.0,2.6333333333333333,855.3333333333334,7.333333333333333,2.0,2,950000.0
1728,Jason LaBarbera,2014,34.0,13.666666666666666,0.0,5.333333333333333,2.6666666666666665,2.6666666666666665,67.7,9.333333333333334,2.6666666666666665,6.0,1.6666666666666667,31.33333333333333,350.0,318.6666666666667,0.9016666666666668,2.8166666666666664,0.0,2.0,696.3333333333334,4.333333333333333,1.3333333333333333,1,750000.0
1741,Antti Raanta,2014,25.0,25.0,1.0,15.0,7.0,8.0,53.3,22.0,13.0,5.0,4.0,63.0,610.0,547.0,0.897,2.71,1.0,2.4,1397.0,12.0,6.0,2,750000.0
1750,Jonas Gustavsson,2014,29.0,25.33333333333333,0.6666666666666666,12.0,3.333333333333333,8.666666666666666,78.76666666666667,22.0,11.666666666666666,8.0,3.0,65.66666666666667,674.0,608.3333333333334,0.896,2.823333333333333,1.3333333333333333,3.2,1400.3333333333333,9.666666666666666,3.0,1,1850000.0
1755,Curtis McElhinney,2014,31.0,15.0,0.5,2.5,0.5,2.0,40.0,11.0,5.5,5.5,0.5,33.0,369.5,336.5,0.9265,2.185,1.0,2.1,747.5,6.5,1.5,1,600000.0
1759,Alex Stalock,2014,26.0,13.0,0.0,6.5,0.5,6.0,46.15,9.0,6.0,2.5,1.5,20.5,292.0,271.5,0.889,2.37,1.0,2.35,647.0,6.0,0.5,2,1600000.0
1763,Carter Hutton,2014,28.0,20.5,0.5,9.5,2.5,7.0,36.85,17.5,10.0,6.0,2.0,47.0,517.0,470.0,0.9015,2.84,0.5,2.85,1072.0,7.5,4.0,2,725000.0
1770,Jaroslav Halak,2014,29.0,38.0,0.6666666666666666,20.33333333333333,6.666666666666667,13.666666666666666,44.66666666666666,37.0,20.33333333333333,10.0,5.0,76.33333333333333,960.6666666666666,884.3333333333334,0.9153333333333332,2.12,4.666666666666667,6.633333333333333,2166.333333333333,22.0,5.0,4,4500000.0
1771,Brian Elliott,2014,29.0,31.0,0.6666666666666666,17.666666666666668,6.0,11.666666666666666,65.83333333333333,27.0,18.33333333333333,8.0,2.333333333333333,53.333333333333336,726.3333333333334,673.0,0.923,1.9333333333333331,5.333333333333333,5.566666666666666,1717.0,18.33333333333333,3.0,3,2500000.0
1781,Reto Berra,2014,27.0,31.0,0.0,21.0,5.0,16.0,76.2,29.0,9.0,18.0,3.0,88.0,820.0,732.0,0.893,3.07,0.0,2.9,1720.0,14.0,7.0,3,1450000.0
1786,Ben Scrivens,2014,27.0,24.0,0.3333333333333333,6.666666666666667,2.6666666666666665,4.0,40.0,21.0,9.0,10.0,2.0,58.333333333333336,702.0,643.6666666666666,0.9133333333333334,2.79,2.0,4.566666666666666,1302.3333333333333,12.333333333333334,2.333333333333333,2,2300000.0
1788,Anton Khudobin,2014,27.0,17.0,0.0,2.0,0.3333333333333333,1.6666666666666667,55.56666666666666,16.333333333333332,9.666666666666666,6.0,0.6666666666666666,37.333333333333336,503.0,465.6666666666667,0.9413333333333332,1.873333333333333,0.6666666666666666,3.8,982.3333333333334,10.333333333333334,1.6666666666666667,2,2250000.0
1796,Semyon Varlamov,2014,25.0,50.333333333333336,1.6666666666666667,17.666666666666668,3.6666666666666665,14.0,76.0,48.333333333333336,26.0,19.666666666666668,4.0,126.66666666666669,1528.0,1401.3333333333333,0.9143333333333334,2.6733333333333333,3.0,10.0,2913.6666666666665,28.0,7.0,5,5900000.0
1800,Steve Mason,2014,25.0,42.333333333333336,1.3333333333333333,14.0,5.0,9.0,41.86666666666667,40.66666666666666,18.666666666666668,17.333333333333332,3.6666666666666665,111.66666666666669,1222.3333333333333,1110.6666666666667,0.909,2.8266666666666667,1.6666666666666667,6.7,2370.0,20.33333333333333,8.333333333333334,3,4100000.0
1801,Jeff Zatkoff,2014,26.0,20.0,1.0,4.0,2.0,2.0,50.0,18.0,12.0,6.0,2.0,51.0,582.0,531.0,0.912,2.61,1.0,3.4,1171.0,9.0,3.0,2,600000.0
1807,Henrik Lundqvist,2013,32.0,57.66666666666666,2.333333333333333,32.0,6.666666666666667,25.33333333333333,77.60000000000001,57.333333333333336,33.0,20.33333333333333,4.333333333333333,121.0,1636.0,1515.0,0.9263333333333332,2.1,7.0,12.466666666666669,3445.333333333333,35.0,4.333333333333333,7,8500000.0
1813,Ilya Bryzgalov,2013,33.0,55.66666666666666,1.6666666666666667,22.0,9.666666666666666,12.333333333333334,52.66666666666666,54.66666666666666,29.33333333333333,17.666666666666668,6.666666666666667,138.66666666666666,1581.6666666666667,1443.0,0.91,2.583333333333333,4.666666666666667,9.433333333333332,3257.6666666666665,30.666666666666668,10.0,1,2000000.0
1826,Tim Thomas,2013,39.0,58.0,2.0,22.5,7.5,15.0,64.75,55.0,35.0,15.0,5.0,122.0,1735.0,1613.0,0.929,2.18,7.0,13.85,3358.0,35.5,3.0,1,2500000.0
1843,Corey Crawford,2013,29.0,48.0,0.3333333333333333,28.33333333333333,7.666666666666667,20.666666666666668,74.76666666666667,46.0,27.33333333333333,13.333333333333334,6.0,110.33333333333331,1273.6666666666667,1163.3333333333333,0.9153333333333332,2.32,2.333333333333333,7.766666666666667,2772.0,26.666666666666668,6.666666666666667,6,6000000.0
1880,Jhonas Enroth,2013,25.0,17.333333333333332,0.0,14.333333333333334,5.0,9.333333333333334,45.76666666666667,14.666666666666666,7.0,5.666666666666667,2.333333333333333,41.66666666666666,488.3333333333333,446.6666666666667,0.9143333333333334,2.676666666666667,1.0,3.0666666666666664,930.3333333333334,9.666666666666666,2.333333333333333,2,1250000.0
1900,Tuukka Rask,2013,26.0,29.33333333333333,0.3333333333333333,15.0,5.0,10.0,63.4,27.666666666666668,13.666666666666666,10.666666666666666,3.333333333333333,61.66666666666666,822.3333333333334,760.6666666666666,0.9253333333333336,2.24,3.333333333333333,6.2,1662.3333333333333,18.0,4.0,8,7000000.0
1926,Ray Emery,2013,30.0,21.666666666666668,0.3333333333333333,6.333333333333333,2.0,4.333333333333333,48.26666666666667,18.33333333333333,13.0,4.0,1.3333333333333333,46.333333333333336,522.0,475.6666666666667,0.916,2.3433333333333333,1.0,3.1,1139.0,9.666666666666666,2.0,1,1650000.0
1934,Jonathan Bernier,2013,24.0,18.33333333333333,0.3333333333333333,3.333333333333333,2.6666666666666665,0.6666666666666666,13.333333333333334,15.666666666666666,8.333333333333334,5.666666666666667,2.0,38.66666666666666,447.0,408.3333333333333,0.9146666666666668,2.236666666666667,1.6666666666666667,2.733333333333333,1012.0,9.333333333333334,2.333333333333333,2,2900000.0
1942,Jason LaBarbera,2013,33.0,17.0,0.0,6.333333333333333,3.333333333333333,3.0,54.36666666666667,13.0,4.666666666666667,7.0,2.6666666666666665,41.0,477.6666666666667,436.6666666666667,0.9146666666666668,2.813333333333333,0.6666666666666666,2.9333333333333336,874.6666666666666,7.666666666666667,1.3333333333333333,1,1000000.0
1958,Thomas Greiss,2013,27.0,12.5,0.0,3.5,1.0,2.5,35.7,9.5,5.0,5.5,0.5,26.5,312.5,286.0,0.915,2.415,0.5,2.0,675.5,5.0,1.5,1,750000.0
1969,Dan Ellis,2013,33.0,24.33333333333333,1.3333333333333333,9.666666666666666,2.6666666666666665,7.0,45.0,19.33333333333333,9.333333333333334,7.666666666666667,3.0,60.66666666666666,619.3333333333334,558.6666666666666,0.905,2.873333333333333,1.0,2.9333333333333336,1274.6666666666667,8.333333333333334,5.0,2,900000.0
1975,Al Montoya,2013,28.0,19.33333333333333,0.3333333333333333,7.333333333333333,2.6666666666666665,4.666666666666667,42.73333333333333,16.333333333333332,7.0,5.666666666666667,3.333333333333333,50.66666666666666,528.3333333333334,477.6666666666667,0.9043333333333332,2.8000000000000003,0.6666666666666666,2.6333333333333333,1075.0,9.333333333333334,3.333333333333333,1,601000.0
1989,Sergei Bobrovsky,2013,24.0,40.333333333333336,0.6666666666666666,17.0,6.666666666666667,10.333333333333334,56.73333333333333,38.0,21.0,11.333333333333334,5.333333333333333,94.0,1126.6666666666667,1032.6666666666667,0.9153333333333332,2.536666666666666,1.3333333333333333,7.3,2262.0,23.666666666666668,5.0,2,5625000.0
1992,Mike Smith,2013,31.0,41.0,1.0,24.33333333333333,8.333333333333334,16.0,74.63333333333334,40.333333333333336,22.0,12.0,5.333333333333333,95.33333333333331,1193.3333333333333,1098.0,0.913,2.56,4.666666666666667,8.266666666666666,2353.6666666666665,23.0,7.0,6,5666667.0
2004,Niklas Backstrom,2013,35.0,46.333333333333336,1.0,21.33333333333333,10.333333333333334,11.0,50.9,45.333333333333336,21.666666666666668,18.666666666666668,5.0,111.66666666666669,1312.3333333333333,1200.6666666666667,0.9146666666666668,2.523333333333333,3.0,8.266666666666667,2645.333333333333,23.666666666666668,8.333333333333334,3,3416666.0
2025,Curtis McElhinney,2013,30.0,15.0,0.5,0.0,0.0,0.0,0.0,11.5,5.0,6.5,0.5,38.0,378.5,340.5,0.9205,2.425,1.0,1.7,733.5,5.0,3.5,1,600000.0
2029,Michal Neuvirth,2013,25.0,33.0,0.3333333333333333,12.666666666666666,4.333333333333333,8.333333333333334,43.4,28.666666666666668,14.666666666666666,10.0,3.6666666666666665,79.33333333333333,875.3333333333334,796.0,0.909,2.67,2.333333333333333,4.9,1810.6666666666667,14.333333333333334,3.333333333333333,2,2400000.0
2033,Joey MacDonald,2013,33.0,16.666666666666668,0.0,6.0,1.6666666666666667,4.333333333333333,48.16666666666666,12.666666666666666,7.0,6.333333333333333,1.6666666666666667,38.333333333333336,421.3333333333333,383.0,0.9103333333333332,2.536666666666666,0.3333333333333333,2.3666666666666667,891.6666666666666,5.0,2.0,1,925000.0
2036,Jimmy Howard,2013,29.0,54.0,1.0,21.0,5.0,16.0,75.86666666666666,54.0,31.0,15.666666666666666,5.333333333333333,124.66666666666669,1485.0,1360.3333333333333,0.917,2.3466666666666667,4.333333333333333,9.533333333333331,3140.333333333333,30.33333333333333,7.666666666666667,6,5291666.0
2037,Ben Bishop,2013,26.0,13.0,0.0,10.666666666666666,3.333333333333333,7.333333333333333,59.1,11.666666666666666,5.666666666666667,5.333333333333333,1.0,31.666666666666668,370.6666666666667,339.0,0.9093333333333334,2.64,1.0,2.3666666666666667,720.3333333333334,7.0,2.333333333333333,2,2300000.0
2039,Peter Budaj,2013,30.0,25.0,1.3333333333333333,12.666666666666666,3.333333333333333,9.333333333333334,74.66666666666667,22.0,9.333333333333334,9.666666666666666,3.333333333333333,66.33333333333333,671.6666666666666,605.3333333333334,0.9053333333333334,2.6766666666666663,0.6666666666666666,3.1333333333333333,1377.3333333333333,9.0,3.0,2,1400000.0
2040,Steve Mason,2013,24.0,40.0,1.3333333333333333,13.666666666666666,4.666666666666667,9.0,42.56666666666667,38.333333333333336,15.666666666666666,18.33333333333333,3.6666666666666665,114.33333333333331,1152.3333333333333,1038.0,0.9036666666666668,3.0033333333333334,1.3333333333333333,5.266666666666667,2217.0,17.0,10.0,1,1500000.0
2064,Braden Holtby,2013,23.0,19.0,1.0,6.666666666666667,2.0,4.666666666666667,65.33333333333333,17.666666666666668,12.333333333333334,5.333333333333333,1.3333333333333333,42.333333333333336,549.0,506.6666666666667,0.9253333333333336,2.29,2.333333333333333,4.066666666666666,1062.0,10.333333333333334,2.6666666666666665,2,1850000.0
2066,Viktor Fasth,2013,30.0,25.0,0.0,20.0,7.0,13.0,65.0,23.0,15.0,6.0,2.0,52.0,661.0,609.0,0.921,2.18,4.0,4.8,1428.0,14.0,3.0,2,2900000.0
2081,Dan Ellis,2013,32.0,24.33333333333333,1.3333333333333333,9.666666666666666,2.6666666666666665,7.0,45.0,19.33333333333333,9.333333333333334,7.666666666666667,3.0,60.66666666666666,619.3333333333334,558.6666666666666,0.905,2.873333333333333,1.0,2.9333333333333336,1274.6666666666667,8.333333333333334,5.0,1,650000.0
2096,Kari Lehtonen,2012,28.0,46.66666666666666,3.333333333333333,25.33333333333333,7.666666666666667,17.666666666666668,78.16666666666667,45.66666666666666,24.0,16.666666666666668,5.0,114.0,1377.3333333333333,1263.3333333333333,0.9156666666666666,2.563333333333333,2.333333333333333,8.966666666666667,2759.6666666666665,26.33333333333333,5.333333333333333,5,5900000.0
2113,Jean-Sebastien Giguere,2012,35.0,33.333333333333336,0.0,12.666666666666666,6.666666666666667,6.0,43.96666666666667,29.33333333333333,12.0,12.333333333333334,4.666666666666667,81.0,886.0,805.0,0.9086666666666666,2.6666666666666665,1.6666666666666667,4.933333333333334,1825.3333333333333,15.333333333333334,3.6666666666666665,1,1500000.0
2161,Anders Lindback,2012,24.0,19.0,0.5,1.5,0.0,1.5,50.0,14.0,8.0,6.5,1.0,40.5,470.0,429.5,0.9135,2.51,1.0,2.85,961.5,8.5,2.0,2,1800000.0
2164,Devan Dubnyk,2012,26.0,33.666666666666664,0.3333333333333333,19.0,6.666666666666667,12.333333333333334,64.73333333333333,30.33333333333333,12.0,14.333333333333334,4.333333333333333,91.66666666666669,1020.6666666666666,929.0,0.9063333333333334,2.983333333333333,1.3333333333333333,5.8,1929.6666666666667,15.333333333333334,5.333333333333333,2,3500000.0
2180,Al Montoya,2012,27.0,25.5,0.5,11.0,4.0,7.0,64.1,22.0,9.0,8.0,5.0,67.5,708.5,641.0,0.907,2.75,0.5,3.55,1437.0,13.0,4.0,1,601000.0
2184,Johan Hedberg,2012,39.0,36.0,0.6666666666666666,17.333333333333332,5.0,12.333333333333334,71.3,30.666666666666668,17.666666666666668,11.666666666666666,3.333333333333333,80.66666666666667,950.0,869.3333333333334,0.915,2.4066666666666667,3.333333333333333,6.0,1980.0,17.333333333333332,3.6666666666666665,2,1400000.0
2185,Carey Price,2012,24.0,59.333333333333336,1.6666666666666667,27.0,8.333333333333334,18.666666666666668,70.2,58.0,25.666666666666668,25.33333333333333,7.333333333333333,144.66666666666666,1768.3333333333333,1623.6666666666667,0.917,2.516666666666667,4.0,11.766666666666666,3502.6666666666665,32.666666666666664,7.0,6,6500000.0
2188,Martin Brodeur,2012,40.0,64.0,3.0,0.0,0.0,0.0,0.0,63.0,33.0,24.0,4.333333333333333,143.66666666666666,1596.3333333333333,1452.6666666666667,0.909,2.3666666666666667,6.0,9.133333333333333,3669.0,33.333333333333336,11.333333333333334,2,4500000.0
2197,Jonathan Quick,2012,27.0,67.33333333333333,1.6666666666666667,47.333333333333336,13.666666666666666,33.666666666666664,71.5,66.33333333333333,36.333333333333336,22.33333333333333,7.666666666666667,149.0,1807.0,1658.0,0.918,2.2433333333333336,6.666666666666667,11.966666666666669,3982.6666666666665,38.0,9.333333333333334,10,5800000.0
2199,Chris Mason,2012,36.0,38.0,0.0,17.666666666666668,5.0,12.666666666666666,70.13333333333334,34.333333333333336,17.0,14.0,4.0,95.33333333333331,1001.0,905.6666666666666,0.901,2.8366666666666664,1.6666666666666667,5.133333333333334,2063.0,17.0,6.333333333333333,1,1250000.0
2214,Scott Clemmensen,2012,34.0,28.0,0.6666666666666666,18.0,6.666666666666667,11.333333333333334,67.89999999999999,23.33333333333333,10.333333333333334,8.333333333333334,5.0,66.66666666666667,758.0,691.3333333333334,0.912,2.7,1.0,4.5,1492.3333333333333,12.0,4.0,2,1200000.0
2223,Michael Leighton,2012,31.0,17.5,0.5,2.5,0.0,2.5,50.0,16.0,9.0,4.5,1.0,44.5,467.5,423.0,0.897,3.42,0.5,2.45,929.5,9.5,3.0,1,900000.0
2230,Jonas Gustavsson,2012,27.0,35.666666666666664,1.0,9.333333333333334,3.6666666666666665,5.666666666666667,60.23333333333333,32.0,13.0,15.0,5.0,97.33333333333331,971.0,873.6666666666666,0.898,3.023333333333333,1.6666666666666667,4.4,1961.0,11.333333333333334,3.6666666666666665,2,1500000.0
2234,Martin Biron,2012,34.0,22.33333333333333,1.3333333333333333,7.333333333333333,2.6666666666666665,4.666666666666667,63.66666666666666,20.33333333333333,9.666666666666666,8.666666666666666,2.0,57.333333333333336,601.3333333333334,544.0,0.9076666666666666,2.62,1.0,3.0666666666666664,1260.6666666666667,8.666666666666666,2.6666666666666665,2,1300000.0
2245,Tuukka Rask,2012,25.0,32.333333333333336,1.0,17.333333333333332,6.0,11.333333333333334,62.26666666666667,29.33333333333333,14.666666666666666,11.333333333333334,3.333333333333333,66.33333333333333,902.6666666666666,836.3333333333334,0.926,2.23,3.333333333333333,6.933333333333334,1815.0,19.33333333333333,3.333333333333333,1,3500000.0
2249,Cory Schneider,2012,26.0,20.0,1.6666666666666667,3.6666666666666665,1.0,2.6666666666666665,54.16666666666666,17.0,12.0,4.333333333333333,1.0,38.66666666666666,572.6666666666666,534.0,0.927,2.6666666666666665,1.3333333333333333,4.8,1094.6666666666667,12.0,1.6666666666666667,3,4000000.0
2258,Ondrej Pavelec,2012,24.0,56.0,1.0,18.33333333333333,7.666666666666667,10.666666666666666,56.0,53.66666666666666,21.33333333333333,23.0,8.333333333333334,155.0,1698.0,1543.0,0.9086666666666666,2.9766666666666666,3.333333333333333,9.4,3158.0,26.0,8.666666666666666,5,3900000.0
2263,Josh Harding,2012,28.0,29.5,0.5,16.5,3.0,13.5,84.15,26.0,11.0,12.0,2.0,73.5,836.5,763.0,0.911,2.835,1.5,5.0,1577.5,13.5,4.0,3,1900000.0
2276,Tomas Vokoun,2012,35.0,56.0,1.6666666666666667,22.0,7.666666666666667,14.333333333333334,65.26666666666667,55.0,23.33333333333333,24.33333333333333,6.0,134.0,1711.0,1577.0,0.9213333333333334,2.536666666666666,5.666666666666667,12.133333333333333,3167.333333333333,30.666666666666668,7.333333333333333,2,2000000.0
2286,Ray Emery,2012,29.0,24.33333333333333,0.6666666666666666,7.333333333333333,2.333333333333333,5.0,46.43333333333334,21.666666666666668,12.666666666666666,7.333333333333333,1.6666666666666667,59.0,629.6666666666666,570.6666666666666,0.9103333333333332,2.5766666666666667,1.0,3.3666666666666667,1328.3333333333333,11.0,3.6666666666666665,1,1150000.0
2312,Brian Elliott,2012,26.0,49.333333333333336,0.3333333333333333,17.666666666666668,6.333333333333333,11.333333333333334,64.03333333333333,44.66666666666666,22.33333333333333,18.33333333333333,5.666666666666667,118.0,1315.6666666666667,1197.6666666666667,0.914,2.49,5.666666666666667,7.566666666666666,2752.0,23.33333333333333,8.333333333333334,2,1800000.0
2322,Pekka Rinne,2011,29.0,58.0,0.3333333333333333,34.333333333333336,7.666666666666667,26.666666666666668,78.06666666666666,55.66666666666666,31.33333333333333,17.666666666666668,6.0,130.0,1627.0,1497.0,0.9193333333333332,2.3433333333333333,6.666666666666667,11.4,3344.6666666666665,32.0,7.666666666666667,7,7000000.0
2328,Ray Emery,2011,28.0,19.5,0.5,4.5,1.0,3.5,38.9,19.0,11.5,6.5,0.5,47.0,527.5,480.5,0.9155,2.46,1.5,3.1500000000000004,1105.5,10.5,3.0,1,600000.0
2400,Jason LaBarbera,2011,31.0,20.666666666666668,0.0,16.333333333333332,7.0,9.333333333333334,54.23333333333333,17.333333333333332,7.666666666666667,7.0,3.333333333333333,49.333333333333336,554.0,504.6666666666667,0.9126666666666666,2.723333333333333,1.3333333333333333,3.333333333333333,1085.6666666666667,11.0,4.0,2,1250000.0
