,Player,Season,Age,Tm,Pos,GP,G,A,PTS,PlusMinus,PIM,PS,EV_A,PP_A,SH_A,GW,EV_A,PP_A,SH_A,S,S_Pct,TOI,ATOI,BLK,HIT,FOW,FOL,FO_Pct,CF,CA,CF_Pct,CF_Pct_rel,FF,FA,FF_Pct,FF_Pct_rel,oiSH_Pct,oiSV_Pct,PDO,oZS_Pct,dZS_Pct,TOI/60,TOI(EV),TK,GV,SAtt.,Thru_Pct,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct
443,Andrew MacDonald,2008,22,NYI,D,3,0,0,0,2,2,0.2,0,0,0,0,0,0,0,1,0.0,31,10:10:00,3,0,0,0,0.0,28,25,52.8,-1.0,19,17,52.8,-0.7,16.7,100.0,116.7,62.5,37.5,10:10:00,09:52:00,2,0,4,25.0,0,0,0,0.0
444,Craig MacDonald,2008,31,CBJ,C,8,1,1,2,1,0,0.2,1,0,0,1,1,0,0,6,16.7,85,10:39:00,1,7,4,7,36.4,43,61,41.3,-15.4,33,47,41.3,-14.5,8.0,96.9,104.9,50.0,50.0,10:39:00,09:09:00,1,0,9,66.7,0,0,0,0.0
445,Spencer Machacek,2008,20,ATL,RW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,16,08:12:00,0,7,0,0,0.0,7,17,29.2,-0.7,4,15,21.1,-5.2,0.0,100.0,100.0,50.0,50.0,08:12:00,08:12:00,0,0,1,100.0,0,0,0,0.0
446,Ray Macias,2008,22,COL,D,6,0,1,1,0,0,0.3,0,0,0,0,0,1,0,4,0.0,108,17:59:00,8,2,0,0,0.0,80,84,48.8,4.5,62,65,48.8,3.0,4.0,95.7,99.7,44.9,55.1,17:59:00,15:23:00,1,5,12,33.3,0,0,0,0.0
447,Steve MacIntyre,2008,28,EDM,LW,22,2,0,2,-2,40,0.2,2,0,0,1,0,0,0,6,33.3,86,03:55:00,2,22,0,0,0.0,55,91,37.7,-6.7,45,65,40.9,-5.2,5.9,90.2,96.1,53.8,46.2,03:55:00,03:49:00,0,1,8,75.0,0,0,0,0.0
448,Aaron MacKenzie,2008,27,COL,D,5,0,0,0,1,0,0.2,0,0,0,0,0,0,0,3,0.0,73,14:38:00,8,6,0,0,0.0,56,47,54.4,9.9,46,34,57.5,12.3,3.1,100.0,103.1,50.0,50.0,14:38:00,13:13:00,1,0,8,37.5,0,0,0,0.0
449,Derek MacKenzie,2008,27,CBJ,C,1,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,1,0.0,7,07:15:00,0,1,2,2,50.0,8,4,66.7,12.6,4,4,50.0,-2.0,0.0,75.0,75.0,50.0,50.0,07:15:00,07:15:00,1,0,2,50.0,0,0,0,0.0
450,John Madden,2008,35,NJD,C,76,7,16,23,-7,26,0.6,6,0,1,2,14,0,2,132,5.3,1248,16:25:00,49,64,599,561,51.6,768,922,45.4,-11.6,574,700,45.1,-12.9,6.2,93.1,99.2,45.6,54.4,16:24:00,13:02:00,40,34,210,62.9,0,0,0,0.0
451,Adam Mair,2008,29,BUF,C,75,8,11,19,4,95,1.6,8,0,0,1,11,0,0,75,10.7,793,10:35:00,20,107,200,214,48.3,642,725,47.0,-4.5,492,545,47.4,-3.5,6.9,94.4,101.3,52.5,47.5,10:31:00,10:08:00,19,22,132,56.8,0,0,0,0.0
452,Manny Malhotra,2008,28,CBJ,C,77,11,24,35,9,28,2.7,11,0,0,3,17,6,1,116,9.5,1387,18:01:00,52,74,801,578,58.1,883,869,50.4,-4.3,689,651,51.4,-2.7,8.9,92.6,101.5,42.1,57.9,18:01:00,14:03:00,40,19,204,56.9,0,0,0,0.0
453,Marek Malik,2008,33,TBL,D,42,0,5,5,-3,36,0.9,0,0,0,0,5,0,0,22,0.0,805,19:10:00,43,14,0,0,0.0,551,637,46.4,-1.7,427,493,46.4,-2.1,7.2,93.3,100.4,47.3,52.7,19:10:00,15:37:00,14,24,55,40.0,0,0,0,0.0
454,Evgeni Malkin,2008,22,PIT,C,82,35,78,113,17,80,12.6,19,14,2,4,51,27,0,290,12.1,1846,22:31:00,39,80,283,385,42.4,1116,1291,46.4,-1.9,849,920,48.0,-1.4,14.0,91.2,105.2,63.6,36.4,22:31:00,15:50:00,94,81,530,54.5,7,2,5,28.6
455,Ryan Malone,2008,29,TBL,LW,70,26,19,45,4,98,5.2,19,7,0,3,15,4,0,124,21.0,1243,17:45:00,23,173,14,33,29.8,783,717,52.2,4.4,589,553,51.6,4.0,9.9,90.7,100.6,52.8,47.2,17:45:00,12:17:00,33,24,203,60.1,4,1,3,25.0
456,Kirk Maltby,2008,36,DET,LW,78,5,6,11,-9,28,-0.2,5,0,0,1,6,0,0,58,8.6,713,09:08:00,23,64,4,6,40.0,490,455,51.9,-7.2,372,375,49.8,-8.3,6.1,90.4,96.5,59.1,40.9,09:03:00,07:46:00,18,5,107,52.3,0,0,0,0.0
457,Mark Mancari,2008,23,BUF,RW,7,1,1,2,-4,4,0.0,1,0,0,0,0,1,0,21,4.8,93,13:16:00,1,8,4,3,57.1,71,55,56.3,3.5,54,41,56.8,4.9,2.3,84.4,86.6,65.8,34.2,13:16:00,10:44:00,1,1,32,65.6,0,0,0,0.0
458,Paul Mara,2008,29,NYR,D,76,5,16,21,2,94,5.2,4,1,0,0,5,10,1,102,4.9,1441,18:58:00,86,123,1,1,50.0,1042,1022,50.5,-5.0,795,795,50.0,-5.8,7.3,93.4,100.7,59.3,40.7,18:58:00,14:10:00,10,13,227,44.9,0,0,0,0.0
459,Todd Marchant,2008,35,ANA,C,72,5,13,18,-2,34,0.4,3,0,2,0,11,1,1,101,5.0,1046,14:32:00,40,76,298,295,50.3,542,628,46.3,-8.6,440,499,46.9,-7.8,6.3,92.7,99.1,45.0,55.0,14:32:00,10:14:00,34,20,144,70.1,0,0,0,0.0
460,Andrei Markov,2008,30,MTL,D,78,12,52,64,-2,36,9.7,5,7,0,3,19,32,1,165,7.3,1921,1900-01-01 00:38:00,111,61,0,0,0.0,1204,1281,48.5,1.9,842,949,47.0,-0.5,9.0,92.3,101.3,44.4,55.6,1900-01-01 00:36:00,16:10:00,60,103,362,45.6,7,3,4,42.9
461,Patrick Marleau,2008,29,SJS,LW,76,38,33,71,16,18,9.2,22,11,5,10,24,7,2,251,15.1,1623,21:21:00,23,98,310,281,52.5,1193,973,55.1,-0.4,908,743,55.0,-1.4,8.8,91.5,100.3,51.4,48.6,21:21:00,14:53:00,46,61,395,63.3,2,1,1,50.0
462,Paul Martin,2008,27,NJD,D,73,5,28,33,21,36,7.0,3,2,0,1,11,16,1,107,4.7,1779,1900-01-01 00:22:00,79,40,0,0,0.0,1221,1017,54.6,0.3,938,781,54.6,-0.1,8.0,93.0,101.0,49.6,50.4,1900-01-01 00:22:00,17:32:00,42,43,202,53.0,0,0,0,0.0
463,Radek Martinek,2008,32,NYI,D,51,6,4,10,-16,28,1.7,5,1,0,1,4,0,0,54,11.1,1099,21:34:00,108,83,0,0,0.0,853,1031,45.3,-3.5,616,734,45.6,-3.1,5.6,91.9,97.5,37.7,62.3,21:33:00,17:47:00,47,42,115,47.0,0,0,0,0.0
464,Shawn Matthias,2008,20,FLA,C,16,0,2,2,-3,2,-0.2,0,0,0,0,2,0,0,11,0.0,147,09:10:00,2,8,46,45,50.5,109,154,41.4,-8.0,79,119,39.9,-8.3,7.1,92.3,99.5,36.7,63.3,09:10:00,08:47:00,1,2,24,45.8,0,0,0,0.0
465,Ben Maxwell,2008,20,MTL,C,7,0,0,0,-1,2,-0.2,0,0,0,0,0,0,0,2,0.0,69,09:55:00,1,2,20,33,37.7,47,74,38.8,-11.6,37,56,39.8,-10.2,0.0,97.0,97.0,66.7,33.3,09:55:00,09:35:00,2,2,9,22.2,0,0,0,0.0
466,Brad May,2008,37,TOT,LW,58,1,6,7,0,89,0.0,1,0,0,0,6,0,0,32,3.1,421,07:16:00,6,53,1,3,25.0,318,417,43.3,-7.5,233,321,42.1,-8.6,9.3,93.5,102.8,61.9,38.1,07:16:00,07:03:00,13,9,62,51.6,0,0,0,0.0
467,Jamal Mayers,2008,34,TOR,RW,71,7,9,16,-7,82,0.6,7,0,0,1,8,1,0,72,9.7,749,10:33:00,30,66,246,180,57.7,530,620,46.1,-7.1,403,462,46.6,-7.2,6.9,91.9,98.8,57.6,42.4,10:28:00,08:26:00,14,17,143,50.3,0,0,0,0.0
468,Maksim Mayorov,2008,19,CBJ,RW,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,17,05:44:00,0,1,0,0,0.0,11,21,34.4,0.0,7,15,31.8,0.0,0.0,100.0,100.0,75.0,25.0,05:44:00,05:25:00,0,0,1,100.0,0,0,0,0.0
469,Dean McAmmond,2008,35,TOT,LW,62,5,11,16,7,24,1.4,4,0,1,2,11,0,0,59,8.5,698,11:16:00,17,32,242,301,44.6,499,520,49.0,-2.6,361,387,48.3,-4.2,9.6,92.8,102.4,44.2,55.8,11:15:00,09:29:00,36,18,110,53.6,1,0,1,0.0
470,Kenndal McArdle,2008,22,FLA,LW,3,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,1,0.0,23,07:30:00,1,3,0,0,0.0,11,20,35.5,-13.2,7,13,35.0,-12.1,0.0,88.9,88.9,73.3,26.7,07:30:00,06:48:00,1,0,1,100.0,0,0,0,0.0
471,Bryan McCabe,2008,33,FLA,D,69,15,24,39,-1,41,7.0,7,8,0,3,13,11,0,153,9.8,1596,23:08:00,92,72,0,0,0.0,1081,1209,47.2,-1.4,815,953,46.1,-2.0,9.6,92.3,101.9,50.8,49.2,23:08:00,17:40:00,6,40,308,49.7,0,0,0,0.0
472,Darren McCarty,2008,36,DET,RW,13,1,0,1,-2,25,0.0,1,0,0,0,0,0,0,6,16.7,69,05:17:00,2,4,2,3,40.0,42,66,38.9,-18.0,32,50,39.0,-17.5,4.3,89.7,94.0,51.4,48.6,05:17:00,05:07:00,1,0,7,85.7,0,0,0,0.0
473,Jay McClement,2008,25,STL,C,82,12,14,26,-10,29,1.5,9,0,3,3,14,0,0,137,8.8,1361,16:36:00,57,38,756,695,52.1,780,937,45.4,-4.8,612,696,46.8,-4.8,5.9,91.9,97.8,32.1,67.9,16:36:00,12:34:00,44,26,237,57.8,0,0,0,0.0
474,Cody McCormick,2008,25,COL,C,55,1,11,12,-5,92,0.4,1,0,0,0,10,0,1,66,1.5,528,09:36:00,20,115,38,69,35.5,373,450,45.3,-3.2,287,321,47.2,-2.8,7.6,89.7,97.3,47.1,52.9,09:36:00,09:03:00,19,5,98,67.3,0,0,0,0.0
475,Andy McDonald,2008,31,STL,C,46,15,29,44,-13,24,4.4,8,6,1,1,16,13,0,128,11.7,877,19:05:00,18,24,213,154,58.0,604,557,52.0,4.4,473,432,52.3,4.2,9.4,86.5,96.0,46.5,53.5,19:05:00,14:42:00,18,22,216,59.3,6,2,4,33.3
476,Jamie McGinn,2008,20,SJS,LW,35,4,2,6,-6,2,0.3,3,1,0,1,2,0,0,27,14.8,312,08:55:00,7,50,6,1,85.7,226,267,45.8,-7.7,179,212,45.8,-8.4,4.4,92.8,97.2,60.5,39.5,08:55:00,08:49:00,5,7,45,60.0,0,0,0,0.0
477,Brian McGrattan,2008,27,PHX,RW,5,0,0,0,-2,22,-0.1,0,0,0,0,0,0,0,2,0.0,28,05:31:00,0,2,0,0,0.0,17,35,32.7,-12.7,15,31,32.6,-15.6,0.0,91.7,91.7,9.1,90.9,05:31:00,05:30:00,0,0,3,66.7,0,0,0,0.0
478,Nathan McIver,2008,24,ANA,D,18,0,1,1,2,36,0.4,0,0,0,0,1,0,0,5,0.0,169,09:24:00,7,37,0,0,0.0,116,123,48.5,-5.8,92,103,47.2,-4.6,4.9,98.4,103.4,48.4,51.6,09:24:00,09:08:00,1,1,13,38.5,0,0,0,0.0
479,Jay McKee,2008,31,STL,D,69,1,7,8,11,44,3.4,1,0,0,1,6,0,1,43,2.3,1195,17:19:00,185,68,0,2,0.0,692,927,42.7,-7.2,555,663,45.6,-4.8,9.4,93.1,102.4,43.1,56.9,17:19:00,13:57:00,3,21,84,51.2,0,0,0,0.0
480,Brett McLean,2008,30,FLA,C,80,7,12,19,-12,29,0.4,7,0,0,2,11,1,0,114,6.1,994,12:26:00,16,30,197,259,43.2,691,847,44.9,-4.6,521,658,44.2,-4.4,6.4,92.3,98.8,45.5,54.5,12:26:00,10:27:00,32,7,193,59.1,0,0,0,0.0
481,Kurtis McLean,2008,28,NYI,RW,4,1,0,1,1,0,0.2,1,0,0,1,0,0,0,5,20.0,42,10:34:00,0,7,0,1,0.0,39,39,50.0,11.7,23,30,43.4,4.0,5.6,100.0,105.6,53.6,46.4,10:34:00,10:32:00,1,1,9,55.6,0,0,0,0.0
482,Cody McLeod,2008,24,COL,LW,79,15,5,20,-11,162,1.9,15,0,0,3,5,0,0,118,12.7,915,11:35:00,32,194,2,3,40.0,648,830,43.8,-5.3,499,624,44.4,-5.4,7.7,91.1,98.9,44.6,55.4,11:34:00,10:19:00,23,14,196,60.2,0,0,0,0.0
483,Derek Meech,2008,24,DET,D,41,2,5,7,-12,12,0.2,2,0,0,0,4,1,0,44,4.5,412,10:03:00,19,36,0,2,0.0,374,300,55.5,-2.2,276,243,53.2,-4.5,6.6,86.6,93.3,62.4,37.6,10:03:00,09:36:00,5,10,82,53.7,0,0,0,0.0
484,Josef Melichar,2008,30,TOT,D,39,0,9,9,0,37,1.4,0,0,0,0,9,0,0,19,0.0,537,13:46:00,54,39,0,0,0.0,408,438,48.2,-2.1,298,311,48.9,-0.1,10.0,90.5,100.6,48.2,51.8,13:46:00,11:47:00,2,15,49,38.8,0,0,0,0.0
485,Andrej Meszaros,2008,23,TBL,D,52,2,14,16,-4,36,2.5,1,1,0,1,10,4,0,87,2.3,1257,1900-01-01 00:11:00,98,68,0,1,0.0,790,882,47.2,-2.1,621,694,47.2,-2.2,8.2,92.6,100.8,48.3,51.7,1900-01-01 00:11:00,17:43:00,21,40,182,47.8,0,0,0,0.0
486,Marc Methot,2008,23,CBJ,D,66,4,13,17,7,55,3.9,4,0,0,0,13,0,0,58,6.9,1185,17:57:00,54,135,0,0,0.0,914,736,55.4,5.1,722,585,55.2,4.7,9.8,89.2,98.9,51.6,48.4,17:57:00,16:08:00,8,18,119,48.7,0,0,0,0.0
487,Glen Metropolit,2008,34,TOT,C,76,6,11,17,-5,28,0.4,5,1,0,0,10,0,1,82,7.3,958,12:36:00,36,51,382,395,49.2,615,725,45.9,-2.5,463,506,47.8,-0.4,6.5,92.3,98.8,44.5,55.5,12:36:00,10:10:00,34,33,132,62.1,0,0,0,0.0
488,Freddy Meyer,2008,28,NYI,D,27,4,5,9,-19,14,0.5,4,0,0,1,4,0,1,36,11.1,567,21:00:00,57,71,0,0,0.0,381,477,44.4,-8.2,271,347,43.9,-10.7,6.4,86.3,92.8,36.8,63.2,20:59:00,16:12:00,11,17,68,52.9,0,0,0,0.0
489,Milan Michalek,2008,24,SJS,LW,77,23,34,57,11,52,6.4,17,6,0,6,19,13,2,179,12.8,1421,18:27:00,33,92,14,16,46.7,1044,844,55.3,0.3,801,610,56.8,1.3,7.8,92.0,99.8,53.0,47.0,18:26:00,13:48:00,32,21,273,65.6,4,1,3,25.0
490,Zbynek Michalek,2008,26,PHX,D,82,6,21,27,-13,28,4.6,6,0,0,0,20,0,1,106,5.7,1863,22:43:00,268,67,0,0,0.0,1193,1578,43.1,-4.3,899,1128,44.4,-2.3,9.1,90.2,99.2,33.2,66.8,22:28:00,18:43:00,18,31,187,54.5,0,0,0,0.0
491,Antti Miettinen,2008,28,MIN,RW,82,15,29,44,-1,32,4.1,9,4,2,3,19,9,1,186,8.1,1499,18:17:00,27,69,28,32,46.7,893,971,47.9,-0.5,674,746,47.5,-1.7,7.7,92.5,100.1,45.2,54.8,18:15:00,13:22:00,19,39,321,58.3,5,3,2,60.0
492,Vladimir Mihalik,2008,22,TBL,D,11,0,3,3,-3,6,0.2,0,0,0,0,3,0,0,7,0.0,147,13:24:00,17,8,0,0,0.0,102,133,43.4,-1.6,74,89,45.4,-0.1,7.0,88.5,95.5,47.2,52.8,13:24:00,11:25:00,0,8,17,41.2,0,0,0,0.0
493,Brendan Mikkelson,2008,21,ANA,D,34,0,2,2,0,17,0.6,0,0,0,0,2,0,0,19,0.0,474,13:56:00,22,19,0,0,0.0,341,369,48.0,-10.8,273,295,48.1,-11.8,8.5,91.7,100.2,52.6,47.4,13:56:00,12:59:00,3,13,40,47.5,0,0,0,0.0
494,Drew Miller,2008,24,ANA,LW,27,4,6,10,0,17,0.8,4,0,0,0,5,0,1,45,8.9,351,12:59:00,11,15,3,11,21.4,236,236,50.0,-6.0,186,187,49.9,-7.2,7.4,92.3,99.7,48.9,51.1,12:59:00,11:11:00,5,5,70,64.3,0,0,0,0.0
495,Chris Minard,2008,27,PIT,LW,20,1,2,3,0,4,0.1,1,0,0,1,2,0,0,33,3.0,188,09:25:00,5,32,2,0,100.0,137,163,45.7,2.5,108,125,46.4,1.3,7.9,93.7,101.6,52.7,47.3,09:25:00,08:56:00,2,0,48,68.8,0,0,0,0.0
496,Graham Mink,2008,29,WSH,LW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,16,08:03:00,0,0,0,0,0.0,9,8,52.9,-1.0,8,6,57.1,3.1,0.0,100.0,100.0,66.7,33.3,08:03:00,08:03:00,0,0,4,100.0,0,0,0,0.0
497,John Mitchell,2008,24,TOR,C,76,12,17,29,-16,33,1.5,10,2,0,0,12,4,1,98,12.2,1049,13:48:00,48,88,326,342,48.8,802,856,48.4,-4.0,601,635,48.6,-3.9,6.6,90.5,97.1,53.7,46.3,13:48:00,11:23:00,28,27,184,53.3,2,1,1,50.0
498,Willie Mitchell,2008,31,VAN,D,82,3,20,23,29,59,6.6,3,0,0,1,20,0,0,88,3.4,1879,22:55:00,125,81,0,1,0.0,1334,1316,50.3,2.4,988,1003,49.6,1.4,10.5,93.5,104.0,43.2,56.8,22:37:00,18:02:00,39,58,207,42.5,0,0,0,0.0
499,Mike Modano*,2008,38,DAL,C,80,15,31,46,-13,46,3.1,11,4,0,4,17,14,0,197,7.6,1464,18:18:00,24,35,617,559,52.5,895,863,50.9,-1.5,707,673,51.2,-1.5,8.2,89.3,97.5,47.6,52.4,18:18:00,12:32:00,57,81,360,54.7,0,0,0,0.0
500,Fredrik Modin,2008,34,CBJ,LW,50,9,16,25,2,28,2.2,7,2,0,0,11,5,0,113,8.0,844,16:53:00,26,23,49,73,40.2,576,520,52.6,-1.1,436,387,53.0,0.0,8.7,92.4,101.1,53.1,46.9,16:53:00,13:05:00,25,6,199,56.8,0,0,0,0.0
501,Travis Moen,2008,26,TOT,LW,82,7,9,16,-18,91,-0.5,4,0,3,2,9,0,0,101,6.9,1229,14:59:00,42,171,4,14,22.2,668,887,43.0,-14.6,525,729,41.9,-15.3,5.4,92.3,97.8,42.0,58.0,14:59:00,12:25:00,15,19,170,59.4,1,0,1,0.0
502,Tomas Mojzis,2008,26,MIN,D,4,0,1,1,-1,2,0.1,0,0,0,0,0,1,0,2,0.0,29,07:15:00,0,4,0,0,0.0,14,17,45.2,-9.0,12,13,48.0,-0.6,0.0,90.9,90.9,62.5,37.5,07:15:00,05:02:00,2,1,5,40.0,0,0,0,0.0
503,Oscar Moller,2008,20,LAK,C,40,7,8,15,-3,16,1.5,2,5,0,0,4,4,0,81,8.6,535,13:22:00,11,46,37,49,43.0,381,334,53.3,0.4,282,263,51.7,-1.3,7.0,92.0,99.0,53.1,46.9,13:22:00,10:27:00,6,18,152,53.3,1,0,1,0.0
504,Steve Montador,2008,29,TOT,D,78,4,17,21,17,143,5.0,4,0,0,0,16,1,0,117,3.4,1260,16:10:00,60,95,0,1,0.0,1024,898,53.3,0.3,821,723,53.2,0.4,9.9,91.9,101.8,57.5,42.5,16:10:00,13:40:00,17,26,224,52.2,1,0,1,0.0
505,Dominic Moore,2008,28,TOT,C,81,13,32,45,-2,92,3.3,8,4,1,1,27,5,0,165,7.9,1364,16:50:00,37,72,665,567,54.0,1031,953,52.0,-1.8,777,713,52.1,-2.4,9.9,89.0,99.0,54.7,45.3,16:39:00,12:38:00,41,44,310,52.9,0,0,0,0.0
506,Ethan Moreau,2008,33,EDM,LW,77,14,12,26,0,133,1.9,13,0,1,2,12,0,0,159,8.8,1183,15:22:00,41,126,11,25,30.6,828,1012,45.0,-4.1,607,771,44.0,-5.2,8.7,93.1,101.8,48.5,51.5,15:22:00,12:32:00,24,53,284,56.0,0,0,0,0.0
507,Derek Morris,2008,30,TOT,D,75,5,15,20,-10,40,3.8,4,0,1,0,9,5,1,120,4.2,1567,20:53:00,128,83,0,0,0.0,1109,1262,46.8,-1.5,829,971,46.1,-3.3,7.1,92.7,99.8,58.6,41.4,20:53:00,16:33:00,20,20,278,43.2,0,0,0,0.0
508,Brendan Morrison,2008,33,TOT,C,81,16,15,31,3,32,2.9,13,3,0,4,11,4,0,111,14.4,1151,14:13:00,15,33,204,246,45.3,789,781,50.3,-5.0,628,630,49.9,-4.9,7.8,93.7,101.5,53.8,46.2,14:13:00,11:28:00,20,34,194,57.2,1,0,1,0.0
509,Shaone Morrisonn,2008,26,WSH,D,72,3,10,13,4,77,2.7,3,0,0,1,10,0,0,50,6.0,1295,17:59:00,98,111,0,0,0.0,1116,917,54.9,-1.5,819,679,54.7,-1.9,8.0,91.0,99.0,53.3,46.7,17:59:00,14:55:00,20,32,115,43.5,0,0,0,0.0
510,Brenden Morrow,2008,30,DAL,LW,18,5,10,15,-4,49,1.2,3,2,0,0,7,3,0,52,9.6,384,21:21:00,10,53,3,6,33.3,215,252,46.0,-10.5,167,189,46.9,-9.0,10.3,87.1,97.5,50.0,50.0,21:21:00,14:06:00,6,12,89,58.4,0,0,0,0.0
511,Dave Moss,2008,27,CGY,RW,81,20,19,39,-5,22,3.9,12,8,0,4,15,3,1,194,10.3,1101,13:36:00,24,95,23,23,50.0,1000,650,60.6,5.2,742,536,58.1,4.6,8.0,88.5,96.5,54.3,45.7,13:26:00,10:38:00,18,18,323,59.1,0,0,0,0.0
512,Mike Mottau,2008,30,NJD,D,80,1,14,15,24,35,4.7,1,0,0,0,12,1,1,71,1.4,1423,17:47:00,81,41,0,0,0.0,1215,1066,53.3,-0.3,928,817,53.2,-0.1,8.4,94.0,102.4,52.0,48.0,17:47:00,16:28:00,14,40,156,45.5,0,0,0,0.0
513,Joe Motzko,2008,28,ATL,RW,6,1,0,1,1,0,0.1,1,0,0,0,0,0,0,8,12.5,70,11:39:00,1,1,1,2,33.3,61,63,49.2,-10.9,48,55,46.6,-14.0,9.1,100.0,109.1,36.7,63.3,11:39:00,10:05:00,2,1,14,57.1,0,0,0,0.0
514,Matt Moulson,2008,25,LAK,LW,7,1,0,1,-4,2,-0.1,1,0,0,1,0,0,0,6,16.7,101,14:30:00,4,2,0,0,0.0,58,65,47.2,-4.0,40,51,44.0,-7.1,8.3,84.8,93.2,47.2,52.8,14:30:00,11:31:00,1,1,11,54.5,0,0,0,0.0
515,Peter Mueller,2008,20,PHX,RW,72,13,23,36,-7,24,2.9,8,5,0,4,17,6,0,138,9.4,1158,16:05:00,24,35,41,51,44.6,808,911,47.0,1.1,591,694,46.0,-0.5,8.1,91.4,99.4,55.7,44.3,15:49:00,12:21:00,26,15,245,55.5,6,3,3,50.0
516,Cory Murphy,2008,30,TOT,D,32,5,11,16,-4,14,2.3,1,4,0,0,5,6,0,55,9.1,575,17:57:00,29,13,0,0,0.0,385,384,50.1,2.7,277,299,48.1,-0.1,6.9,93.4,100.3,63.3,36.7,17:57:00,12:57:00,12,19,130,42.3,0,0,0,0.0
517,Andrew Murray,2008,27,CBJ,C,67,8,3,11,-6,10,0.4,7,1,0,3,2,0,1,89,9.0,755,11:16:00,36,147,39,46,45.9,493,464,51.5,-1.5,387,313,55.3,2.5,5.0,91.8,96.8,47.1,52.9,11:16:00,09:28:00,20,5,135,65.9,0,0,0,0.0
518,Douglas Murray,2008,28,SJS,D,75,0,7,7,6,38,2.9,0,0,0,0,7,0,0,56,0.0,1249,16:39:00,78,175,0,0,0.0,919,824,52.7,-2.6,695,610,53.3,-3.2,7.8,92.7,100.6,55.2,44.8,16:39:00,14:38:00,17,33,133,42.1,0,0,0,0.0
519,Garth Murray,2008,26,PHX,C,10,0,0,0,-2,12,-0.2,0,0,0,0,0,0,0,12,0.0,93,09:20:00,12,13,36,44,45.0,61,80,43.3,-7.5,41,50,45.1,-9.0,0.0,93.3,93.3,39.3,60.7,09:20:00,07:50:00,0,0,14,85.7,0,0,0,0.0
520,Rick Nash,2008,24,CBJ,LW,78,40,39,79,11,52,10.1,29,6,5,5,25,13,1,263,15.2,1650,21:10:00,29,71,5,13,27.8,1111,976,53.2,-0.1,845,751,52.9,-0.4,10.1,90.7,100.8,52.5,47.5,21:10:00,15:15:00,70,34,470,55.7,11,4,7,36.4
521,Markus Naslund,2008,35,NYR,LW,82,24,22,46,-10,57,4.9,16,8,0,0,16,6,0,215,11.2,1409,17:11:00,28,55,1,1,50.0,1216,957,56.0,3.1,908,725,55.6,3.1,6.3,91.4,97.7,61.3,38.7,17:11:00,13:40:00,46,25,376,57.2,12,5,7,41.7
522,James Neal,2008,21,DAL,LW,77,24,13,37,-11,51,3.7,15,9,0,2,12,1,0,171,14.0,1222,15:52:00,27,194,11,20,35.5,863,840,50.7,-2.1,674,635,51.5,-1.4,7.5,89.9,97.4,56.0,44.0,15:52:00,12:55:00,66,26,282,60.6,7,5,2,71.4
523,John Negrin,2008,19,CGY,D,3,0,1,1,-2,2,0.0,0,0,0,0,1,0,0,3,0.0,30,09:59:00,3,0,0,0,0.0,45,30,60.0,1.7,35,27,56.5,-0.3,4.0,87.0,91.0,56.3,43.8,09:59:00,09:07:00,1,0,8,37.5,0,0,0,0.0
524,Chris Neil,2008,29,OTT,RW,60,3,7,10,-13,146,-0.2,3,0,0,0,7,0,0,59,5.1,658,10:58:00,15,163,1,5,16.7,477,521,47.8,-4.6,349,398,46.7,-7.0,6.1,90.0,96.0,53.0,47.0,10:58:00,09:59:00,22,8,98,60.2,0,0,0,0.0
525,Kris Newbury,2008,26,TOR,C,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,0.0,5,04:55:00,0,2,1,2,33.3,2,7,22.2,-31.8,1,6,14.3,-43.1,0.0,100.0,0.0,50.0,50.0,04:55:00,04:55:00,0,1,0,0.0,0,0,0,0.0
526,Scott Nichol,2008,34,NSH,C,43,4,6,10,0,41,0.7,4,0,0,0,3,0,3,42,9.5,476,11:04:00,15,79,196,163,54.6,273,321,46.0,-3.8,208,247,45.7,-4.4,5.7,93.2,98.9,35.8,64.2,11:04:00,08:17:00,17,5,61,68.9,0,0,0,0.0
527,Rob Niedermayer,2008,34,ANA,C,79,14,7,21,-17,42,0.7,12,1,1,2,7,0,0,88,15.9,1230,15:34:00,42,64,26,42,38.2,639,842,43.1,-14.1,503,694,42.0,-15.4,7.0,91.6,98.6,41.5,58.5,15:34:00,12:13:00,23,30,136,64.7,1,0,1,0.0
528,Scott Niedermayer*,2008,35,ANA,D,82,14,45,59,-8,70,8.7,5,9,0,2,18,23,4,178,7.9,2207,1900-01-01 02:55:00,77,68,0,1,0.0,1269,1206,51.3,-3.3,989,990,50.0,-4.5,8.1,91.0,99.1,48.6,51.4,1900-01-01 02:55:00,18:09:00,75,73,327,54.4,0,0,0,0.0
529,Frans Nielsen,2008,24,NYI,C,59,9,24,33,-4,18,2.6,5,3,1,2,10,13,1,101,8.9,976,16:32:00,39,29,358,400,47.2,682,670,50.4,2.5,488,507,49.0,0.0,7.2,91.2,98.4,47.4,52.6,16:32:00,11:19:00,44,34,187,54.0,5,3,2,60.0
