,Player,Season,Age,Tm,Pos,GP,G,A,PTS,PlusMinus,PIM,PS,EV_A,PP_A,SH_A,GW,EV_A,PP_A,SH_A,S,S_Pct,TOI,ATOI,BLK,HIT,FOW,FOL,FO_Pct,CF,CA,CF_Pct,CF_Pct_rel,FF,FA,FF_Pct,FF_Pct_rel,oiSH_Pct,oiSV_Pct,PDO,oZS_Pct,dZS_Pct,TOI/60,TOI(EV),TK,GV,SAtt.,Thru_Pct,SOT_Att,SOT_Scored,SOT_Saved,SOT_Pct
307,Tomas Holmstrom,2008,36,DET,RW,53,14,23,37,18,38,4.3,6,8,0,1,19,4,0,75,18.7,809,15:16:00,4,48,3,5,37.5,639,425,60.1,4.2,488,347,58.4,3.7,10.3,93.0,103.4,56.7,43.3,15:02:00,11:44:00,9,20,131,55.7,0,0,0,0.0
308,Shawn Horcoff,2008,30,EDM,C,80,17,36,53,7,39,4.3,9,8,0,2,23,13,0,178,9.6,1709,21:22:00,45,30,947,808,54.0,1068,1060,50.2,2.8,810,791,50.6,3.2,9.2,92.1,101.3,40.2,59.8,21:22:00,14:17:00,53,61,305,58.4,1,0,1,0.0
309,Darcy Hordichuk,2008,28,VAN,LW,73,4,1,5,1,109,0.2,4,0,0,0,1,0,0,26,15.4,404,05:32:00,8,110,1,0,100.0,223,352,38.8,-11.1,179,257,41.1,-8.6,9.6,94.5,104.1,36.7,63.3,05:27:00,05:23:00,11,6,40,62.5,0,0,0,0.0
310,Patric Hornqvist,2008,22,NSH,RW,28,2,5,7,-3,16,0.3,2,0,0,0,4,1,0,54,3.7,319,11:24:00,13,20,1,4,20.0,251,254,49.7,1.3,194,188,50.8,2.3,7.7,90.1,97.8,56.1,43.9,11:22:00,10:18:00,14,4,83,65.1,0,0,0,0.0
311,Nathan Horton,2008,23,FLA,C,67,22,23,45,-5,48,4.6,16,5,1,5,14,9,0,131,16.8,1196,17:51:00,14,95,377,486,43.7,868,928,48.3,0.5,627,724,46.4,-1.2,10.2,91.2,101.3,56.4,43.6,17:51:00,13:52:00,22,26,274,47.8,7,2,5,28.6
312,Marian Hossa*,2008,30,DET,RW,74,40,31,71,27,63,9.9,30,10,0,8,17,13,1,307,13.0,1317,17:48:00,9,69,4,15,21.1,1122,744,60.1,3.4,871,608,58.9,3.4,9.8,91.8,101.7,52.6,47.4,17:33:00,13:24:00,40,34,498,60.6,0,0,0,0.0
313,Jiri Hudler,2008,25,DET,RW,82,23,34,57,7,16,6.3,17,6,0,2,12,22,0,155,14.8,1119,13:39:00,8,20,12,16,42.9,892,627,58.7,0.4,703,517,57.6,0.2,8.1,90.8,98.9,64.5,35.5,13:30:00,10:29:00,15,25,248,62.1,7,3,4,42.9
314,Trent Hunter,2008,28,NYI,RW,55,14,17,31,-8,41,2.9,9,5,0,2,11,5,1,154,9.1,901,16:23:00,25,135,5,15,25.0,701,662,51.4,3.1,505,501,50.2,0.7,6.6,91.6,98.1,51.4,48.6,16:23:00,11:44:00,37,26,263,58.6,3,0,3,0.0
315,Matt Hunwick,2008,23,BOS,D,53,6,21,27,15,31,5.3,6,0,0,1,13,8,0,58,10.3,900,16:59:00,50,45,0,0,0.0,650,698,48.2,-1.9,499,551,47.5,-2.8,11.4,93.7,105.1,52.3,47.7,16:43:00,14:08:00,10,8,111,50.5,0,0,0,0.0
316,Kristian Huselius,2008,30,CBJ,LW,74,21,35,56,1,44,5.6,16,5,0,2,26,9,0,212,9.9,1444,19:31:00,16,21,13,32,28.9,1080,895,54.7,2.1,817,707,53.6,0.5,9.8,90.0,99.8,55.5,44.5,19:31:00,15:27:00,49,35,349,60.7,8,2,6,25.0
317,Kent Huskins,2008,29,ANA,D,33,2,4,6,6,27,1.8,2,0,0,0,4,0,0,20,10.0,620,18:47:00,47,29,0,1,0.0,378,457,45.3,-10.7,298,376,44.2,-11.2,10.7,93.5,104.2,50.9,49.1,18:47:00,14:58:00,8,10,49,40.8,0,0,0,0.0
318,Andrew Hutchinson,2008,28,TOT,D,40,2,3,5,-9,12,0.5,2,0,0,0,2,1,0,58,3.4,574,14:22:00,35,11,0,0,0.0,449,428,51.2,-0.8,338,325,51.0,-2.5,6.3,89.8,96.1,54.9,45.1,14:22:00,13:13:00,2,13,111,52.3,0,0,0,0.0
319,Mike Iggulden,2008,26,NYI,C,11,1,4,5,-3,4,0.3,1,0,0,0,4,0,0,16,6.3,133,12:08:00,6,16,1,1,50.0,124,124,50.0,4.2,87,93,48.3,4.9,10.3,87.3,97.7,39.3,60.7,12:08:00,11:45:00,6,2,32,50.0,0,0,0,0.0
320,Jarome Iginla*,2008,31,CGY,RW,82,35,54,89,-2,37,9.5,25,10,0,4,32,22,0,289,12.1,1772,21:37:00,15,80,262,235,52.7,1372,1155,54.3,-4.1,1040,955,52.1,-4.2,10.1,89.7,99.9,58.3,41.7,21:21:00,16:20:00,35,48,516,55.6,0,0,0,0.0
321,Raitis Ivanans,2008,30,LAK,LW,76,2,0,2,-8,145,-0.6,2,0,0,2,0,0,0,25,8.0,484,06:22:00,9,125,0,0,0.0,296,388,43.3,-10.8,218,288,43.1,-11.1,2.1,94.4,96.5,58.3,41.7,06:22:00,06:19:00,6,12,50,50.0,0,0,0,0.0
322,Barret Jackman,2008,27,STL,D,82,4,17,21,-17,86,3.8,2,1,1,0,15,1,1,89,4.5,1922,23:26:00,145,124,0,0,0.0,1256,1343,48.3,-0.1,1014,1025,49.7,0.4,7.5,89.6,97.0,41.6,58.4,23:26:00,18:28:00,41,46,174,51.1,0,0,0,0.0
323,Tim Jackman,2008,27,NYI,RW,69,5,7,12,-17,155,-0.2,4,0,1,0,7,0,0,99,5.1,811,11:45:00,50,151,7,15,31.8,558,810,40.8,-9.5,425,564,43.0,-6.7,5.7,91.1,96.7,38.0,62.0,11:45:00,10:17:00,41,18,151,65.6,0,0,0,0.0
324,Jean-Francois Jacques,2008,23,EDM,LW,7,1,0,1,0,9,0.1,1,0,0,0,0,0,0,3,33.3,52,07:22:00,2,13,0,0,0.0,34,56,37.8,-18.8,30,42,41.7,-16.0,15.0,90.9,105.9,50.0,50.0,07:22:00,07:00:00,0,0,5,60.0,0,0,0,0.0
325,Jason Jaffray,2008,27,VAN,RW,14,2,2,4,-2,14,0.3,2,0,0,2,2,0,0,11,18.2,127,09:04:00,3,7,31,34,47.7,79,99,44.4,-5.8,70,80,46.7,-4.2,8.9,91.7,100.6,56.4,43.6,09:04:00,07:32:00,2,2,15,73.3,0,0,0,0.0
326,Connor James,2008,26,PIT,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,8,08:15:00,0,0,0,0,0.0,7,7,50.0,0.0,7,3,70.0,0.0,0.0,100.0,100.0,60.0,40.0,08:15:00,08:04:00,0,0,1,0.0,0,0,0,0.0
327,Dan Jancevski,2008,27,DAL,D,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,46,15:20:00,2,4,0,0,0.0,28,45,38.4,-15.3,23,40,36.5,-16.8,10.5,93.5,104.1,29.4,70.6,15:20:00,14:25:00,0,0,6,66.7,0,0,0,0.0
328,Doug Janik,2008,28,TOT,D,15,0,1,1,-3,4,0.0,0,0,0,0,1,0,0,1,0.0,154,10:18:00,16,8,0,0,0.0,95,135,41.3,-7.8,67,95,41.4,-8.6,9.8,89.1,98.8,41.2,58.8,10:18:00,09:18:00,5,6,13,7.7,0,0,0,0.0
329,Cam Janssen,2008,24,STL,RW,56,1,3,4,-5,131,-0.1,1,0,0,0,3,0,0,22,4.5,281,05:01:00,2,66,0,2,0.0,163,246,39.9,-10.5,137,193,41.5,-10.0,10.5,89.1,99.6,53.0,47.0,05:01:00,04:58:00,1,4,38,57.9,0,0,0,0.0
330,Dustin Jeffrey,2008,20,PIT,C,14,1,2,3,4,0,0.3,1,0,0,0,2,0,0,18,5.6,151,10:47:00,3,8,43,60,41.7,83,113,42.3,-0.5,64,72,47.1,4.0,9.4,98.1,107.5,39.5,60.5,10:47:00,09:07:00,1,1,24,75.0,0,0,0,0.0
331,Jesse Joensuu,2008,21,NYI,LW,7,1,2,3,-1,4,0.2,1,0,0,0,1,1,0,9,11.1,85,12:06:00,2,7,0,0,0.0,71,76,48.3,-0.2,42,61,40.8,-7.8,9.1,89.7,98.8,58.8,41.2,12:06:00,11:55:00,4,1,21,42.9,0,0,0,0.0
332,Aaron Johnson,2008,25,CHI,D,38,3,5,8,19,33,3.0,3,0,0,1,5,0,0,27,11.1,537,14:09:00,34,40,0,0,0.0,387,349,52.6,-3.5,306,272,52.9,-4.0,13.0,95.4,108.3,50.8,49.2,14:07:00,11:59:00,8,9,57,47.4,0,0,0,0.0
333,Jack Johnson,2008,22,LAK,D,41,6,5,11,-18,46,1.7,3,3,0,0,2,3,0,50,12.0,831,20:17:00,51,68,0,0,0.0,569,697,44.9,-6.6,425,539,44.1,-7.5,7.2,90.3,97.5,51.0,49.0,20:16:00,16:53:00,9,29,103,48.5,6,3,3,50.0
334,Ryan Johnson,2008,32,VAN,C,62,2,7,9,1,12,-0.1,2,0,0,1,7,0,0,22,9.1,683,11:01:00,83,33,265,286,48.1,276,451,38.0,-13.6,211,334,38.7,-12.1,8.6,93.8,102.4,28.5,71.5,10:51:00,07:37:00,18,9,41,48.8,1,0,1,0.0
335,Kim Johnsson,2008,32,MIN,D,81,2,22,24,-3,44,6.1,1,1,0,0,15,5,2,93,2.2,1987,1900-01-01 00:32:00,142,36,0,0,0.0,1203,1431,45.7,-4.4,922,1099,45.6,-5.4,8.6,92.1,100.7,34.4,65.6,1900-01-01 00:32:00,19:33:00,35,42,210,44.3,0,0,0,0.0
336,Jussi Jokinen,2008,25,TOT,LW,71,7,20,27,-10,28,1.2,5,2,0,1,13,7,0,101,6.9,1087,15:19:00,43,31,361,312,53.6,731,741,49.7,-1.3,530,556,48.8,-1.8,6.8,91.1,97.9,48.5,51.5,15:19:00,11:44:00,23,22,166,61.4,12,5,7,41.7
337,Olli Jokinen,2008,30,TOT,C,76,29,28,57,-12,67,6.0,18,9,2,3,17,11,0,236,12.3,1435,18:53:00,23,72,413,539,43.4,1050,1085,49.2,1.1,802,857,48.3,0.6,7.9,91.1,99.0,56.8,43.2,18:52:00,14:30:00,38,43,395,59.7,3,1,2,33.3
338,David Jones,2008,24,COL,RW,40,8,5,13,-8,8,1.1,7,1,0,1,4,1,0,47,17.0,509,12:44:00,13,54,4,4,50.0,360,422,46.0,-3.2,273,319,46.1,-3.4,6.3,90.1,96.5,53.9,46.1,12:42:00,11:07:00,21,11,71,66.2,0,0,0,0.0
339,Randy Jones,2008,27,PHI,D,47,4,4,8,8,22,2.5,3,1,0,2,4,0,0,45,8.9,898,19:07:00,66,20,0,0,0.0,651,767,45.9,-5.3,490,591,45.3,-7.7,9.2,93.9,103.1,44.0,56.0,19:07:00,15:16:00,26,47,105,42.9,0,0,0,0.0
340,Ryan Jones,2008,24,NSH,LW,46,7,10,17,1,22,1.7,5,2,0,1,6,4,0,63,11.1,526,11:26:00,16,63,1,9,10.0,388,428,47.5,-2.1,297,331,47.3,-2.5,5.7,96.2,101.9,57.7,42.3,11:26:00,09:57:00,24,21,113,55.8,0,0,0,0.0
341,Derek Joslin,2008,21,SJS,D,12,0,0,0,-3,6,-0.1,0,0,0,0,0,0,0,9,0.0,136,11:22:00,8,11,0,0,0.0,116,104,52.7,-2.3,92,79,53.8,-4.1,4.5,89.8,94.3,61.8,38.2,11:22:00,10:50:00,6,4,19,47.4,0,0,0,0.0
342,Ed Jovanovski,2008,32,PHX,D,82,9,27,36,-15,106,5.6,3,6,0,3,15,12,0,194,4.6,1817,22:10:00,109,130,0,1,0.0,1306,1384,48.6,4.1,966,1072,47.4,2.0,7.2,91.9,99.1,61.6,38.4,21:54:00,17:04:00,18,40,403,47.4,0,0,0,0.0
343,Jonas Junland,2008,21,STL,D,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,0.0,12,12:28:00,1,0,0,0,0.0,4,10,28.6,0.0,0,7,0.0,0.0,0.0,100.0,0.0,33.3,66.7,12:28:00,10:14:00,0,0,0,0.0,0,0,0,0.0
344,Milan Jurcina,2008,25,WSH,D,79,3,11,14,1,68,2.5,3,0,0,1,10,1,0,95,3.2,1276,16:09:00,131,157,0,0,0.0,1195,977,55.0,0.8,871,698,55.5,1.7,6.5,92.4,99.0,52.8,47.2,16:09:00,15:03:00,20,50,216,44.0,0,0,0,0.0
345,Frantisek Kaberle,2008,35,CAR,D,30,1,7,8,-4,8,1.1,0,1,0,0,5,2,0,28,3.6,422,14:03:00,34,16,0,0,0.0,368,303,54.8,1.1,266,221,54.6,-1.1,5.1,91.0,96.1,61.5,38.5,14:03:00,11:39:00,7,8,74,37.8,0,0,0,0.0
346,Tomas Kaberle,2008,30,TOR,D,57,4,27,31,-8,8,3.6,1,3,0,1,11,16,0,93,4.3,1337,23:28:00,78,29,0,0,0.0,1004,895,52.9,1.9,763,670,53.2,2.1,9.0,88.7,97.8,57.7,42.3,23:03:00,17:10:00,21,44,210,44.3,3,1,2,33.3
347,Patrick Kaleta,2008,22,BUF,RW,51,4,5,9,1,89,0.6,4,0,0,0,5,0,0,35,11.4,455,08:55:00,27,137,1,4,20.0,322,363,47.0,-5.7,257,279,47.9,-4.9,7.7,93.4,101.1,45.7,54.3,08:54:00,08:21:00,2,6,63,55.6,0,0,0,0.0
348,Dmitri Kalinin,2008,28,TOT,D,73,2,15,17,-9,32,3.2,1,1,0,0,13,2,0,67,3.0,1290,17:40:00,73,79,0,0,0.0,964,988,49.4,-4.4,735,759,49.2,-4.2,7.6,91.4,98.9,57.2,42.8,17:24:00,14:28:00,29,33,162,40.7,0,0,0,0.0
349,Jon Kalinski,2008,21,PHI,C,12,1,2,3,-2,0,0.2,1,0,0,1,2,0,0,7,14.3,91,07:37:00,7,12,21,25,45.7,49,79,38.3,-15.2,41,52,44.1,-11.2,10.7,84.8,95.6,67.5,32.5,07:37:00,07:20:00,1,1,11,63.6,0,0,0,0.0
350,Boyd Kane,2008,30,PHI,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,8,08:12:00,1,2,0,0,0.0,7,10,41.2,0.0,2,4,33.3,0.0,0.0,100.0,100.0,0.0,0.0,08:12:00,08:12:00,0,0,2,0.0,0,0,0,0.0
351,Patrick Kane,2008,20,CHI,RW,80,25,45,70,-2,42,6.9,12,13,0,4,23,22,0,254,9.8,1493,18:40:00,9,19,13,18,41.9,1125,874,56.3,0.1,863,698,55.3,-0.8,7.5,91.4,98.9,68.0,32.0,18:38:00,14:16:00,23,32,385,66.0,9,3,6,33.3
352,Paul Kariya*,2008,34,STL,LW,11,2,13,15,1,2,1.5,2,0,0,0,4,9,0,31,6.5,199,18:06:00,6,7,0,0,0.0,131,122,51.8,7.1,93,90,50.8,5.0,13.7,90.9,104.6,50.0,50.0,18:06:00,13:37:00,3,2,69,44.9,0,0,0,0.0
353,Martins Karsums,2008,22,TOT,RW,24,1,5,6,-8,6,-0.1,1,0,0,0,4,1,0,28,3.6,269,11:11:00,11,47,2,1,66.7,202,219,48.0,-0.4,150,159,48.5,2.6,6.1,86.5,92.6,40.6,59.4,11:11:00,10:30:00,7,6,37,75.7,0,0,0,0.0
354,Lukas Kaspar,2008,23,SJS,LW,13,2,2,4,0,8,0.4,2,0,0,1,1,1,0,14,14.3,119,09:08:00,2,18,0,4,0.0,111,76,59.4,6.2,76,52,59.4,4.1,6.8,88.9,95.7,71.4,28.6,09:08:00,08:36:00,3,3,24,58.3,0,0,0,0.0
355,Duncan Keith,2008,25,CHI,D,77,8,36,44,33,60,9.4,5,2,1,1,27,9,0,173,4.6,1969,1900-01-01 01:34:00,92,40,0,0,0.0,1434,1136,55.8,0.5,1133,908,55.5,0.7,9.6,92.1,101.7,50.7,49.3,1900-01-01 01:33:00,19:23:00,50,40,362,47.8,0,0,0,0.0
356,Chris Kelly,2008,28,OTT,C,82,12,11,23,-10,38,1.3,11,0,1,1,9,0,2,118,10.2,1279,15:36:00,59,97,234,260,47.4,796,871,47.8,-4.2,590,624,48.6,-4.1,6.6,90.6,97.2,48.9,51.1,15:34:00,12:20:00,48,30,193,61.1,0,0,0,0.0
357,Tim Kennedy,2008,22,BUF,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,11,11:04:00,0,1,0,1,0.0,6,6,50.0,4.3,5,5,50.0,2.8,0.0,100.0,100.0,50.0,50.0,11:04:00,11:04:00,0,0,2,50.0,0,0,0,0.0
358,Tyler Kennedy,2008,22,PIT,C,67,15,20,35,15,30,4.0,15,0,0,3,18,2,0,171,8.8,923,13:46:00,10,47,42,36,53.8,813,731,52.7,5.1,593,546,52.1,2.0,10.0,93.1,103.2,47.6,52.4,13:46:00,12:19:00,18,19,287,59.6,0,0,0,0.0
359,Ryan Kesler,2008,24,VAN,C,82,26,33,59,8,61,6.2,14,10,2,2,23,8,2,179,14.5,1596,19:28:00,70,70,524,445,54.1,972,940,50.8,1.5,743,715,51.0,2.2,9.9,91.3,101.3,42.4,57.6,19:14:00,13:28:00,72,30,302,58.9,3,1,2,33.3
360,Phil Kessel,2008,21,BOS,RW,70,36,24,60,23,16,8.8,28,8,0,6,17,7,0,232,15.5,1159,16:34:00,16,6,42,45,48.3,999,887,53.0,3.5,728,699,51.0,2.1,10.5,94.4,104.8,52.1,47.9,16:21:00,13:45:00,42,33,396,57.6,8,1,7,12.5
361,D.J. King,2008,24,STL,LW,1,0,1,1,0,0,0.1,0,0,0,0,1,0,0,0,0.0,8,08:20:00,0,3,0,0,0.0,3,11,21.4,-27.0,2,10,16.7,-33.3,100.0,88.9,188.9,0.0,100.0,08:20:00,08:18:00,0,0,1,0.0,0,0,0,0.0
362,Geoff Kinrade,2008,23,TBL,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,18,17:32:00,2,1,0,0,0.0,12,12,50.0,14.9,7,6,53.8,20.5,0.0,80.0,80.0,55.6,44.4,17:32:00,15:01:00,0,0,2,50.0,0,0,0,0.0
363,Ken Klee,2008,37,TOT,D,71,1,10,11,9,28,3.2,1,0,0,0,10,0,0,51,2.0,1096,15:26:00,104,102,0,0,0.0,756,843,47.3,0.6,575,638,47.4,0.1,8.6,93.4,102.1,47.9,52.1,15:12:00,13:14:00,11,9,109,45.9,0,0,0,0.0
364,Kevin Klein,2008,24,NSH,D,63,4,8,12,-2,19,2.5,3,1,0,0,8,0,0,41,9.8,798,12:40:00,47,57,0,0,0.0,647,642,50.2,-0.1,477,502,48.7,-2.4,7.9,92.9,100.9,51.1,48.9,12:40:00,11:46:00,20,27,97,42.3,0,0,0,0.0
365,Rostislav Klesla,2008,26,CBJ,D,34,1,8,9,2,38,1.9,1,0,0,0,6,2,0,30,3.3,713,20:59:00,49,59,0,1,0.0,448,458,49.4,-7.1,340,343,49.8,-5.8,8.2,93.6,101.8,50.6,49.4,20:59:00,16:17:00,5,7,71,42.3,0,0,0,0.0
366,Mike Knuble,2008,36,PHI,RW,82,27,20,47,5,62,5.3,16,11,0,6,10,9,1,173,15.6,1490,18:10:00,48,89,18,33,35.3,987,1043,48.6,0.5,739,751,49.6,0.7,8.3,91.8,100.1,46.7,53.3,18:10:00,12:57:00,37,26,299,57.9,0,0,0,0.0
367,Chuck Kobasew,2008,26,BOS,RW,68,21,21,42,5,56,4.9,15,6,0,3,18,3,0,129,16.3,999,14:41:00,27,100,5,20,20.0,668,784,46.0,-5.5,512,596,46.2,-4.9,10.5,92.8,103.3,45.3,54.7,14:29:00,12:46:00,18,13,203,63.1,0,0,0,0.0
368,David Koci,2008,27,TOT,LW,37,1,1,2,1,141,0.0,1,0,0,0,1,0,0,13,7.7,220,05:57:00,5,39,0,0,0.0,173,204,45.9,-4.5,140,165,45.9,-3.5,8.3,93.3,101.5,59.8,40.2,05:57:00,05:49:00,4,9,25,52.0,0,0,0,0.0
369,Ville Koistinen,2008,26,NSH,D,38,3,8,11,0,14,2.2,2,1,0,2,4,4,0,42,7.1,559,14:42:00,23,45,0,1,0.0,367,435,45.8,-4.3,264,352,42.9,-8.7,10.0,93.0,103.0,57.7,42.3,14:42:00,11:49:00,2,23,90,46.7,4,3,1,75.0
370,Mikko Koivu,2008,25,MIN,C,79,20,47,67,2,66,6.9,11,5,4,3,24,21,2,236,8.5,1697,21:29:00,36,45,857,768,52.7,1081,1056,50.6,3.4,829,810,50.6,3.1,8.7,90.9,99.6,49.2,50.8,21:27:00,15:05:00,63,55,385,61.3,6,2,4,33.3
371,Saku Koivu,2008,34,MTL,C,65,16,34,50,4,44,5.2,11,5,0,5,20,12,2,123,13.0,1108,17:03:00,21,43,607,515,54.1,764,802,48.8,0.5,536,605,47.0,-0.6,10.9,91.7,102.7,45.5,54.5,17:03:00,12:03:00,38,30,218,56.4,6,1,5,16.7
372,Krys Kolanos,2008,27,MIN,C,21,3,3,6,3,16,0.8,2,1,0,0,2,1,0,30,10.0,223,10:36:00,3,37,59,56,51.3,144,175,45.1,-5.1,108,143,43.0,-7.7,9.2,97.0,106.3,55.2,44.8,10:36:00,08:41:00,1,2,48,62.5,1,0,1,0.0
373,Mike Komisarek,2008,27,MTL,D,66,2,9,11,0,121,2.6,2,0,0,0,7,0,2,56,3.6,1361,20:37:00,207,191,0,0,0.0,1015,1155,46.8,0.9,716,808,47.0,1.0,8.4,92.1,100.5,38.2,61.8,20:37:00,16:56:00,21,89,160,35.0,0,0,0,0.0
374,Zenon Konopka,2008,28,TBL,C,7,0,1,1,-1,29,0.0,0,0,0,0,1,0,0,6,0.0,49,07:01:00,2,6,17,8,68.0,33,51,39.3,-15.1,23,36,39.0,-15.9,5.6,92.3,97.9,60.0,40.0,07:01:00,06:57:00,0,1,7,85.7,0,0,0,0.0
375,Tomas Kopecky,2008,26,DET,RW,79,6,13,19,-7,46,0.6,4,1,1,2,11,2,0,110,5.5,823,10:25:00,13,107,36,43,45.6,661,594,52.7,-6.9,504,487,50.9,-8.0,6.9,90.3,97.2,57.0,43.0,10:20:00,09:30:00,16,11,171,64.3,0,0,0,0.0
376,Anze Kopitar,2008,21,LAK,C,82,27,39,66,-17,32,6.9,19,7,1,3,23,16,0,234,11.5,1677,20:27:00,56,85,671,684,49.5,1260,1073,54.0,3.7,970,814,54.4,3.4,8.2,88.4,96.6,52.7,47.3,20:27:00,15:07:00,49,73,433,54.0,7,2,5,28.6
377,Lauri Korpikoski,2008,22,NYR,LW,68,6,8,14,-10,14,0.6,6,0,0,1,8,0,0,63,9.5,742,10:55:00,15,96,88,132,40.0,545,634,46.2,-9.8,412,482,46.1,-10.0,6.8,91.1,97.8,62.3,37.7,10:55:00,09:44:00,15,7,105,59.0,0,0,0,0.0
378,Andrei Kostitsyn,2008,23,MTL,LW,74,23,18,41,-7,50,4.5,17,6,0,2,9,9,0,169,13.6,1154,15:35:00,23,124,3,3,50.0,881,880,50.0,3.2,650,652,49.9,3.3,9.8,89.9,99.7,46.3,53.7,15:35:00,12:14:00,18,37,322,52.5,5,0,5,0.0
379,Sergei Kostitsyn,2008,21,MTL,LW,56,8,15,23,-3,64,1.8,3,5,0,1,10,5,0,74,10.8,792,14:08:00,21,49,3,6,33.3,519,630,45.2,-4.5,365,465,44.0,-6.2,8.2,93.5,101.7,50.3,49.7,14:08:00,10:43:00,24,17,142,52.1,0,0,0,0.0
380,Tom Kostopoulos,2008,30,MTL,RW,78,8,14,22,-1,106,1.2,7,0,1,0,13,0,1,121,6.6,1103,14:09:00,42,167,5,11,31.3,854,918,48.2,0.7,620,667,48.2,0.9,7.5,92.4,99.8,45.1,54.9,14:09:00,11:47:00,29,27,201,59.7,0,0,0,0.0
381,Ales Kotalik,2008,30,TOT,RW,75,20,23,43,-5,34,4.3,11,9,0,1,11,12,0,208,9.6,1159,15:27:00,22,121,36,49,42.4,832,849,49.5,1.2,622,646,49.1,0.9,8.4,90.9,99.2,54.1,45.9,15:24:00,12:20:00,25,29,354,58.8,13,8,5,61.5
382,Ilya Kovalchuk,2008,25,ATL,LW,79,43,48,91,-12,50,10.3,31,12,0,6,23,24,1,275,15.6,1723,21:48:00,15,43,5,9,35.7,1086,1201,47.5,-1.5,829,935,47.0,-2.8,11.9,89.0,100.9,47.0,53.0,21:48:00,15:43:00,48,87,534,51.5,5,1,4,20.0
383,Alex Kovalev,2008,35,MTL,RW,78,26,39,65,-5,74,6.8,14,11,1,4,17,21,1,209,12.4,1515,19:26:00,20,56,16,34,32.0,974,1068,47.7,0.5,715,790,47.5,0.3,8.0,92.5,100.5,48.2,51.8,19:25:00,13:34:00,44,64,396,52.8,8,4,4,50.0
384,Viktor Kozlov,2008,33,WSH,C,67,13,28,41,-9,16,3.3,11,2,0,0,15,13,0,153,8.5,1050,15:40:00,18,39,10,23,30.3,1012,777,56.6,2.3,725,571,55.9,0.7,8.4,89.0,97.5,58.0,42.0,15:40:00,13:12:00,40,39,248,61.7,5,1,4,20.0
385,Vyacheslav Kozlov,2008,36,ATL,LW,82,26,50,76,-14,44,7.4,14,12,0,3,19,31,0,165,15.8,1413,17:14:00,17,37,3,5,37.5,863,913,48.6,-0.4,666,714,48.3,-2.0,9.7,90.0,99.7,41.3,58.7,17:13:00,12:31:00,41,53,279,59.1,8,6,2,75.0
386,Lukas Krajicek,2008,25,TBL,D,71,2,17,19,-8,48,2.6,2,0,0,0,14,2,1,66,3.0,1393,19:37:00,90,54,0,0,0.0,912,1027,47.0,-2.2,699,781,47.2,-1.6,8.4,90.6,98.9,49.6,50.4,19:37:00,16:17:00,22,49,136,48.5,0,0,0,0.0
387,David Krejci,2008,22,BOS,C,82,22,51,73,37,26,8.8,15,5,2,6,35,14,2,146,15.1,1382,16:52:00,46,74,526,517,50.4,965,896,51.9,1.6,737,664,52.6,2.8,11.1,94.7,105.8,49.6,50.4,16:40:00,12:28:00,37,23,216,67.6,3,1,2,33.3
388,Kamil Kreps,2008,24,FLA,C,66,4,15,19,2,18,0.8,3,0,1,1,15,0,0,77,5.2,922,13:58:00,33,43,439,431,50.5,589,734,44.5,-5.2,452,563,44.5,-4.3,6.6,94.8,101.4,45.3,54.7,13:58:00,11:04:00,29,10,135,57.0,1,0,1,0.0
389,Jason Krog,2008,33,VAN,C,4,1,0,1,0,2,0.1,0,1,0,0,0,0,0,5,20.0,41,10:14:00,1,3,14,10,58.3,24,20,54.5,2.9,17,11,60.7,8.0,0.0,100.0,100.0,38.9,61.1,10:14:00,07:26:00,1,1,9,55.6,0,0,0,0.0
390,Niklas Kronwall,2008,28,DET,D,80,6,45,51,2,50,7.0,2,4,0,1,26,18,1,121,5.0,1832,22:54:00,106,94,1,0,100.0,1417,1017,58.2,1.6,1105,800,58.0,2.9,8.2,88.7,96.9,54.0,46.0,22:35:00,17:11:00,19,41,238,50.0,0,0,0,0.0
391,Staffan Kronwall,2008,26,WSH,D,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,4,0.0,40,13:13:00,3,11,0,0,0.0,45,30,60.0,2.4,33,22,60.0,4.4,4.8,88.2,93.0,69.6,30.4,13:13:00,12:43:00,0,1,7,57.1,0,0,0,0.0
392,Filip Kuba,2008,32,OTT,D,71,3,37,40,4,28,7.1,1,2,0,0,13,24,0,111,2.7,1653,23:17:00,111,44,0,0,0.0,990,1016,49.4,-3.0,743,745,49.9,-3.1,8.2,93.0,101.2,52.2,47.8,23:10:00,16:09:00,36,60,256,43.4,0,0,0,0.0
393,Pavel Kubina,2008,31,TOR,D,82,14,26,40,-15,94,5.2,5,9,0,4,13,13,0,184,7.6,1808,22:03:00,133,89,0,0,0.0,1331,1266,51.3,-0.2,992,943,51.3,0.0,8.6,89.1,97.8,55.5,44.5,21:51:00,16:31:00,23,50,367,49.9,1,0,1,0.0
